Periodo;Nombre completo;Id. del estudiante;Correo electrónico;Fecha de inscripción;Título de la clase;Curso de ALEKS;Fecha inicial de la verificación de conocimientos;Icfes nuevo;Icfes Matemáticas;Tiempo empleado en la verificación de conocimientos;Dominados (cantidad de temas);Primera verificación de conocimientos - Cantidad total de temas disponibles;Progreso (cantidad de temas);Mejor progreso en el gráfico circular - Cantidad total de temas disponibles;Tiempo Total Tiempo;Tiempo total - Practicados;Tiempo total - Aprendidos/hora;Tiempo total dedicado a esta clase;programa en matricula;division en matricula;Asignatura Relacionada;Mat Curso Asignatura Relacionada;Categoria temas final;avance precalculo aleks;Categoria temas inicial;nota primer parcial;pidm en matricula;avance cuartiles;cumplimiento temas;nota final
202310;N;237;N;13/01/2023 9:00:48 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 9:07:00 a. m.;227;48;0,316666667;0;79;2;79;9,683333333;9;0,206510827;9,683333333;Ingeniería Civil;División de Ingenierías;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;2;0 No dominó temas;1;237;0 Avance menor a 19 temas;No alcanzo meta;1,5
202310;N;238;N;13/01/2023 8:58:50 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 9:03:59 a. m.;252;45;1,066666667;0;79;29;79;21,11666667;22;0,899680377;21,11666667;Ingeniería Industrial;División de Ingenierías;CALCULO I;MAT1101;2 Ecuaciones y desigualdades;29;0 No dominó temas;3,1;238;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3,2
202310;N;239;N;24/02/2023 9:21:09 a. m.;202310 Precálculo ING-GEO;Precálculo;-;363;78;;0;79;0;0;;;;0;Ingeniería Sistemas Y Computac;División de Ingenierías;CALCULO I;MAT1101;0 No dominó temas;0;0 No dominó temas;3;239;0 Avance menor a 19 temas;No alcanzo meta;3
202310;N;240;N;13/01/2023 8:42:20 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 8:47:44 a. m.;274;61;0,583333333;0;79;0;79;3,216666667;2;0;3,216666667;Ingeniería Mecánica;División de Ingenierías;CALCULO I;MAT1101;0 No dominó temas;0;0 No dominó temas;1,4;240;0 Avance menor a 19 temas;No alcanzo meta;1,5
202310;N;241;N;20/12/2022 4:19:57 p. m.;202310 Precálculo ING-GEO;Precálculo;-;324;66;;0;79;0;0;;;;0;Ingeniería Sistemas Y Computac;División de Ingenierías;CALCULO I;MAT1101;0 No dominó temas;0;0 No dominó temas;2,3;241;0 Avance menor a 19 temas;No alcanzo meta;2,6
202310;N;242;N;13/01/2023 8:56:34 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 9:04:54 a. m.;318;64;0,25;0;79;15;79;17,75;24;1,070640349;17,75;Ingeniería Sistemas Y Computac;División de Ingenierías;CALCULO I;MAT1101;2 Ecuaciones y desigualdades;15;0 No dominó temas;2;242;0 Avance menor a 19 temas;No alcanzo meta;1,5
202310;N;243;N;20/01/2023 2:02:43 p. m.;202310 Precálculo ING-GEO;Precálculo;20/01/2023 2:05:58 p. m.;341;70;0,25;0;79;0;79;0,4;0;0;0,4;Ingeniería Sistemas Y Computac;División de Ingenierías;CALCULO I;MAT1101;0 No dominó temas;0;0 No dominó temas;1;243;0 Avance menor a 19 temas;No alcanzo meta;1,5
202310;N;244;N;13/01/2023 8:56:51 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 9:00:01 a. m.;359;69;0,3;0;79;25;79;10,56666667;25;2,272727273;10,56666667;Ingeniería Sistemas Y Computac;División de Ingenierías;CALCULO I;MAT1101;2 Ecuaciones y desigualdades;25;0 No dominó temas;3,9;244;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3,9
202310;N;245;N;13/01/2023 8:48:00 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 8:51:56 a. m.;314;64;0,4;0;79;28;79;11,4;18;1,579293705;11,4;Geología;División de Ciencias Básicas;CALCULO I;MAT1101;2 Ecuaciones y desigualdades;28;0 No dominó temas;1,8;245;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,3
202310;N;246;N;18/01/2023 4:43:18 p. m.;202310 Precálculo ING-GEO;Precálculo;-;383;74;;0;79;0;0;0,866666667;0;0;0,866666667;Matemáticas;División de Ciencias Básicas;CALCULO I;MAT1101;0 No dominó temas;0;0 No dominó temas;4,9;246;0 Avance menor a 19 temas;No alcanzo meta;4,4
202310;N;247;N;14/01/2023 8:59:33 a. m.;202310 Precálculo ING-GEO;Precálculo;14/01/2023 9:05:03 a. m.;286;58;0,433333333;0;79;20;79;15,91666667;31;1,570406561;15,91666667;Ingeniería Industrial;División de Ingenierías;CALCULO I;MAT1101;2 Ecuaciones y desigualdades;20;0 No dominó temas;3;247;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3,2
202310;N;248;N;13/01/2023 8:48:46 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 8:53:14 a. m.;372;78;0,416666667;0;79;24;79;18,23333333;32;1,644962303;18,23333333;Ingeniería Civil;División de Ingenierías;CALCULO I;MAT1101;2 Ecuaciones y desigualdades;24;0 No dominó temas;2;248;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,7
202310;N;249;N;14/01/2023 8:52:01 a. m.;202310 Precálculo ING-GEO;Precálculo;14/01/2023 9:07:13 a. m.;255;51;0,25;0;79;4;79;4,2;5;0,950871632;4,2;Ingeniería Industrial;División de Ingenierías;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;4;0 No dominó temas;2,8;249;0 Avance menor a 19 temas;No alcanzo meta;3
202310;N;250;N;13/01/2023 9:01:49 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 9:10:28 a. m.;230;48;0,283333333;0;79;0;79;3,366666667;2;0;3,366666667;Ingeniería Civil;División de Ingenierías;CALCULO I;MAT1101;0 No dominó temas;0;0 No dominó temas;2,5;250;0 Avance menor a 19 temas;No alcanzo meta;2,7
202310;N;251;N;13/01/2023 8:55:30 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 9:02:10 a. m.;298;63;0,283333333;0;79;7;79;15,6;9;0,448781878;15,6;Ingeniería Sistemas Y Computac;División de Ingenierías;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;7;0 No dominó temas;1,9;251;0 Avance menor a 19 temas;No alcanzo meta;1,5
202310;N;252;N;13/01/2023 8:57:24 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 9:02:12 a. m.;287;56;0,316666667;0;79;14;79;9,933333333;17;1,409829646;9,933333333;Geología;División de Ciencias Básicas;CALCULO I;MAT1101;2 Ecuaciones y desigualdades;14;0 No dominó temas;1;252;0 Avance menor a 19 temas;No alcanzo meta;1,5
202310;N;253;N;13/01/2023 8:49:10 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 8:57:41 a. m.;252;49;0,466666667;0;79;1;79;6,066666667;5;0,164752185;6,066666667;Ingeniería Industrial;División de Ingenierías;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;1;0 No dominó temas;3;253;0 Avance menor a 19 temas;No alcanzo meta;3
202310;N;254;N;13/01/2023 9:01:31 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 9:13:57 a. m.;239;52;0,4;0;79;2;79;3,816666667;2;0,523979332;3,816666667;Ingeniería Industrial;División de Ingenierías;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;2;0 No dominó temas;2,2;254;0 Avance menor a 19 temas;No alcanzo meta;2,6
202310;N;255;N;13/01/2023 8:42:30 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 8:46:52 a. m.;264;54;0,466666667;0;79;2;79;3,183333333;3;0,629480678;3,183333333;Ingeniería Mecánica;División de Ingenierías;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;2;0 No dominó temas;1,5;255;0 Avance menor a 19 temas;No alcanzo meta;1,5
202310;N;256;N;17/01/2023 1:55:33 p. m.;202310 Precálculo ING-GEO;Precálculo;17/01/2023 2:00:19 p. m.;367;71;0,166666667;0;79;3;79;1,75;6;1,716192595;1,75;Ingeniería Civil;División de Ingenierías;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;3;0 No dominó temas;1,8;256;0 Avance menor a 19 temas;No alcanzo meta;2,3
202310;N;257;N;13/01/2023 8:59:09 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 9:01:43 a. m.;248;49;0,133333333;0;79;3;79;2,433333333;4;1,230909505;2,433333333;Geología;División de Ciencias Básicas;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;3;0 No dominó temas;2;257;0 Avance menor a 19 temas;No alcanzo meta;1,5
202310;N;258;N;13/01/2023 8:48:02 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 8:51:06 a. m.;317;59;0,25;0;79;3;79;4,833333333;4;0,621475429;4,833333333;Ingeniería Civil;División de Ingenierías;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;3;0 No dominó temas;2;258;0 Avance menor a 19 temas;No alcanzo meta;2,9
202310;N;259;N;13/01/2023 8:48:00 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 8:53:09 a. m.;319;63;0,333333333;0;79;3;79;4,083333333;4;0,733346914;4,083333333;Ingeniería Civil;División de Ingenierías;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;3;0 No dominó temas;3;259;0 Avance menor a 19 temas;No alcanzo meta;2,5
202310;N;260;N;21/12/2022 10:08:57 a. m.;202310 Precálculo ING-GEO;Precálculo;21/12/2022 10:14:25 a. m.;325;66;0,166666667;0;79;3;79;3,316666667;5;0,903236598;3,583333333;Ingeniería Sistemas Y Computac;División de Ingenierías;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;3;0 No dominó temas;2;260;0 Avance menor a 19 temas;No alcanzo meta;1,5
202310;N;261;N;13/01/2023 8:56:56 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 8:59:51 a. m.;367;74;0,833333333;0;79;4;79;4,5;5;0,889932637;4,5;Ingeniería Sistemas Y Computac;División de Ingenierías;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;4;0 No dominó temas;1,8;261;0 Avance menor a 19 temas;No alcanzo meta;1,5
202310;N;262;N;13/01/2023 8:55:04 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 9:01:55 a. m.;333;71;0,766666667;0;79;4;79;5,816666667;6;0,687383646;5,816666667;Ingeniería Sistemas Y Computac;División de Ingenierías;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;4;0 No dominó temas;3,1;262;0 Avance menor a 19 temas;No alcanzo meta;3
202310;N;263;N;13/01/2023 9:02:17 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 9:09:57 a. m.;228;45;0,216666667;0;79;5;79;5,5;6;0,908999091;5,5;Ingeniería Civil;División de Ingenierías;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;5;0 No dominó temas;1;263;0 Avance menor a 19 temas;No alcanzo meta;2,7
202310;N;264;N;16/01/2023 8:37:23 a. m.;202310 Precálculo ING-GEO;Precálculo;16/01/2023 8:40:46 a. m.;311;66;0,1;0;79;5;79;2,633333333;5;1,897133221;2,633333333;Ingeniería Sistemas Y Computac;División de Ingenierías;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;5;0 No dominó temas;1,2;264;0 Avance menor a 19 temas;No alcanzo meta;1,5
202310;N;265;N;13/01/2023 8:42:15 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 8:47:33 a. m.;314;66;0,316666667;0;79;5;79;6,2;6;0,806560022;6,2;Ingeniería Mecánica;División de Ingenierías;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;5;0 No dominó temas;1,6;265;0 Avance menor a 19 temas;No alcanzo meta;2,2
202310;N;266;N;13/01/2023 9:01:50 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 9:11:46 a. m.;266;50;0,533333333;0;79;5;79;8,783333333;8;0,569223958;8,783333333;Ingeniería Civil;División de Ingenierías;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;5;0 No dominó temas;1,3;266;0 Avance menor a 19 temas;No alcanzo meta;1,5
202310;N;267;N;21/12/2022 9:27:16 a. m.;202310 Precálculo ING-GEO;Precálculo;21/12/2022 9:32:04 a. m.;298;67;0,233333333;0;79;8;79;4,966666667;5;0,8041548;11,11666667;Geología;División de Ciencias Básicas;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;8;0 No dominó temas;2,2;267;0 Avance menor a 19 temas;No alcanzo meta;1,5
202310;N;268;N;13/01/2023 8:48:04 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 8:51:21 a. m.;359;76;0,25;0;79;9;79;7,016666667;10;1,282965075;7,016666667;Ingeniería Civil;División de Ingenierías;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;9;0 No dominó temas;2,7;268;0 Avance menor a 19 temas;No alcanzo meta;3,1
202310;N;269;N;13/01/2023 8:45:13 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 8:49:05 a. m.;297;62;0,433333333;0;79;9;79;8;10;1,125429852;8;Ingeniería Mecánica;División de Ingenierías;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;9;0 No dominó temas;2,2;269;0 Avance menor a 19 temas;No alcanzo meta;1,5
202310;N;270;N;13/01/2023 8:48:01 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 8:51:49 a. m.;311;64;0,2;0;79;10;79;6,85;11;1,460209297;6,85;Geología;División de Ciencias Básicas;CALCULO I;MAT1101;1 Repaso de Álgebra y Geometría;10;0 No dominó temas;1,8;270;0 Avance menor a 19 temas;No alcanzo meta;1,5
202310;N;271;N;13/01/2023 8:54:52 a. m.;202310 Precálculo ING-GEO;Precálculo;13/01/2023 9:00:00 a. m.;340;69;0,233333333;0;79;13;79;8,366666667;14;1,552496268;8,366666667;Ingeniería Industrial;División de Ingenierías;CALCULO I;MAT1101;2 Ecuaciones y desigualdades;13;0 No dominó temas;4,1;271;0 Avance menor a 19 temas;No alcanzo meta;3,8
202310;N;272;N;21/12/2022 9:18:34 a. m.;202310 Precálculo ING-GEO;Precálculo;21/12/2022 9:22:16 a. m.;297;67;0,6;0;79;29;79;8,166666667;15;1,469787697;12,73333333;Ingeniería Mecánica;División de Ingenierías;CALCULO I;MAT1101;2 Ecuaciones y desigualdades;29;0 No dominó temas;0,5;272;1 Avance entre [ 19 - 40 temas];No alcanzo meta;1,5
202330;N;273;N;26/06/2023 9:13:13 a. m.;202330 Pre-Cálculo ANEC;Precálculo;26/06/2023 9:18:44 a. m.;249;51;0,383333333;0;79;40;79;45,41666667;57;0,902752294;45,41666667;Administración de Empresas;Escuela de Negocios;CALCULO I (ANEC);MAT1100;3 Temas Parcial 1 Cálculo I;40;0 No dominó temas;3,3;273;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;3,4
202330;N;274;N;10/07/2023 9:40:03 a. m.;202330 Pre-Cálculo ANEC;Precálculo;10/07/2023 9:44:11 a. m.;373;77;0,116666667;0;79;20;79;12,9;24;1,549753546;12,9;Administración de Empresas;Escuela de Negocios;CALCULO I (ANEC);MAT1100;2 Ecuaciones y desigualdades;20;0 No dominó temas;3;274;1 Avance entre [ 18 - 37 temas];No alcanzo meta;3,4
202330;N;275;N;10/07/2023 9:43:07 a. m.;202330 Pre-Cálculo ANEC;Precálculo;10/07/2023 9:48:57 a. m.;288;62;0,433333333;0;79;35;79;22,76666667;34;1,361407275;22,76666667;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;3 Temas Parcial 1 Cálculo I;35;0 No dominó temas;4,1;275;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;3,4
202330;N;276;N;10/07/2023 9:40:01 a. m.;202330 Pre-Cálculo ANEC;Precálculo;10/07/2023 9:46:17 a. m.;303;77;0,233333333;0;79;31;79;22,9;23;0,916863744;22,9;Administración de Empresas;Escuela de Negocios;CALCULO I (ANEC);MAT1100;3 Temas Parcial 1 Cálculo I;31;0 No dominó temas;4,2;276;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;4,4
202330;N;277;N;26/06/2023 9:13:50 a. m.;202330 Pre-Cálculo ANEC;Precálculo;26/06/2023 9:20:20 a. m.;331;65;0,55;0;79;77;79;74,41666667;86;0,994386049;74,41666667;Administración de Empresas;Escuela de Negocios;CALCULO I (ANEC);MAT1100;4 Temas Parcial 2 Cálculo I;77;0 No dominó temas;4,4;277;3 Avance superior a 55 temas;Cumplimiento meta;4,1
202330;N;278;N;10/07/2023 9:39:55 a. m.;202330 Pre-Cálculo ANEC;Precálculo;10/07/2023 9:45:00 a. m.;434;100;0,183333333;0;79;29;79;16,51666667;37;2,057661595;16,51666667;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;2 Ecuaciones y desigualdades;29;0 No dominó temas;4,6;278;1 Avance entre [ 18 - 37 temas];No alcanzo meta;4,3
202330;N;279;N;14/07/2023 8:27:02 a. m.;202330 Pre-Cálculo ANEC;Precálculo;14/07/2023 8:31:40 a. m.;316;61;0,033333333;0;79;12;79;11,81666667;12;1,015777469;11,81666667;Administración de Empresas;Escuela de Negocios;CALCULO I (ANEC);MAT1100;2 Ecuaciones y desigualdades;12;0 No dominó temas;3;279;0 Avance menor a 18 temas;No alcanzo meta;3,6
202330;N;280;N;10/07/2023 9:39:56 a. m.;202330 Pre-Cálculo ANEC;Precálculo;10/07/2023 9:45:39 a. m.;235;53;0,2;0;79;4;79;3,1;6;1,291364003;3,1;Administración de Empresas;Escuela de Negocios;CALCULO I (ANEC);MAT1100;1 Repaso de Álgebra y Geometría;4;0 No dominó temas;2,7;280;0 Avance menor a 18 temas;No alcanzo meta;1,5
202330;N;281;N;10/07/2023 9:40:01 a. m.;202330 Pre-Cálculo ANEC;Precálculo;10/07/2023 9:45:42 a. m.;324;69;0,183333333;0;79;30;79;18,61666667;40;1,987140278;18,61666667;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;2 Ecuaciones y desigualdades;30;0 No dominó temas;4,5;281;1 Avance entre [ 18 - 37 temas];No alcanzo meta;3,8
202330;N;282;N;12/07/2023 8:15:52 a. m.;202330 Pre-Cálculo ANEC;Precálculo;12/07/2023 8:22:23 a. m.;253;52;0,2;0;79;46;79;25,56666667;46;1,760333811;25,56666667;Contaduría Pública;Escuela de Negocios;CALCULO I (ANEC);MAT1100;3 Temas Parcial 1 Cálculo I;46;0 No dominó temas;2,6;282;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;3,9
202330;N;283;N;10/07/2023 9:40:01 a. m.;202330 Pre-Cálculo ANEC;Precálculo;10/07/2023 9:46:06 a. m.;310;67;0,033333333;0;79;21;79;20,53333333;23;1,022588935;20,53333333;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;2 Ecuaciones y desigualdades;21;0 No dominó temas;2;283;1 Avance entre [ 18 - 37 temas];No alcanzo meta;1,5
202330;N;284;N;27/06/2023 8:58:50 a. m.;202330 Pre-Cálculo ANEC;Precálculo;27/06/2023 9:05:29 a. m.;284;65;0,35;0;79;29;79;38,06666667;43;0,866798973;38,06666667;Administración de Empresas;Escuela de Negocios;CALCULO I (ANEC);MAT1100;2 Ecuaciones y desigualdades;29;0 No dominó temas;4,6;284;1 Avance entre [ 18 - 37 temas];No alcanzo meta;4,1
202330;N;285;N;17/07/2023 8:46:00 a. m.;202330 Pre-Cálculo ANEC;Precálculo;17/07/2023 8:54:58 a. m.;326;64;0,766666667;0;79;7;79;7,466666667;8;0,936628879;7,466666667;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;1 Repaso de Álgebra y Geometría;7;0 No dominó temas;5;285;0 Avance menor a 18 temas;No alcanzo meta;3,5
202330;N;286;N;14/07/2023 9:22:34 a. m.;202330 Pre-Cálculo ANEC;Precálculo;14/07/2023 9:26:47 a. m.;323;64;0,2;0;79;1;79;2,3;2;0,434467777;2,3;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;1 Repaso de Álgebra y Geometría;1;0 No dominó temas;2,5;286;0 Avance menor a 18 temas;No alcanzo meta;2,8
202330;N;287;N;13/07/2023 8:58:47 a. m.;202330 Pre-Cálculo ANEC;Precálculo;13/07/2023 9:05:41 a. m.;296;65;0,45;0;79;4;79;6,6;5;0,605372683;6,6;Administración de Empresas;Escuela de Negocios;CALCULO I (ANEC);MAT1100;1 Repaso de Álgebra y Geometría;4;0 No dominó temas;3;287;0 Avance menor a 18 temas;No alcanzo meta;2,7
202330;N;288;N;10/07/2023 9:40:13 a. m.;202330 Pre-Cálculo ANEC;Precálculo;10/07/2023 9:43:58 a. m.;243;48;0,283333333;0;79;11;79;7,25;15;1,517415795;7,25;Administración de Empresas;Escuela de Negocios;CALCULO I (ANEC);MAT1100;2 Ecuaciones y desigualdades;11;0 No dominó temas;3;288;0 Avance menor a 18 temas;No alcanzo meta;3,2
202330;N;289;N;21/07/2023 8:43:21 a. m.;202330 Pre-Cálculo ANEC;Precálculo;21/07/2023 8:50:59 a. m.;363;70;0,1;0;79;1;79;2;2;0,498063088;2;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;1 Repaso de Álgebra y Geometría;1;0 No dominó temas;3;289;0 Avance menor a 18 temas;No alcanzo meta;3,6
202330;N;290;N;10/07/2023 9:40:20 a. m.;202330 Pre-Cálculo ANEC;Precálculo;10/07/2023 9:46:15 a. m.;320;65;0,333333333;0;79;32;79;18,31666667;30;1,310023805;18,31666667;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;3 Temas Parcial 1 Cálculo I;32;0 No dominó temas;4,7;290;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;3,9
202330;N;291;N;21/07/2023 8:42:14 a. m.;202330 Pre-Cálculo ANEC;Precálculo;21/07/2023 8:45:55 a. m.;339;66;0,216666667;0;79;21;79;12,16666667;22;1,725082147;12,16666667;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;2 Ecuaciones y desigualdades;21;0 No dominó temas;4,6;291;1 Avance entre [ 18 - 37 temas];No alcanzo meta;4,4
202330;N;292;N;10/07/2023 9:40:11 a. m.;202330 Pre-Cálculo ANEC;Precálculo;10/07/2023 9:45:10 a. m.;312;62;0,1;0;79;3;79;9,566666667;11;0,313425039;9,566666667;Administración de Empresas;Escuela de Negocios;CALCULO I (ANEC);MAT1100;1 Repaso de Álgebra y Geometría;3;0 No dominó temas;2,3;292;0 Avance menor a 18 temas;No alcanzo meta;3,1
202330;N;293;N;21/07/2023 8:55:10 a. m.;202330 Pre-Cálculo ANEC;Precálculo;21/07/2023 8:59:31 a. m.;325;66;0,25;0;79;1;79;1,8;1;0,557966522;1,8;Administración de Empresas;Escuela de Negocios;CALCULO I (ANEC);MAT1100;1 Repaso de Álgebra y Geometría;1;0 No dominó temas;4,7;293;0 Avance menor a 18 temas;No alcanzo meta;3,4
202330;N;294;N;10/07/2023 9:39:55 a. m.;202330 Pre-Cálculo ANEC;Precálculo;10/07/2023 9:45:07 a. m.;302;63;0,316666667;0;79;27;79;20,65;39;1,453077699;20,65;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;2 Ecuaciones y desigualdades;27;0 No dominó temas;2,6;294;1 Avance entre [ 18 - 37 temas];No alcanzo meta;3
202330;N;295;N;21/07/2023 8:45:54 a. m.;202330 Pre-Cálculo ANEC;Precálculo;21/07/2023 8:51:24 a. m.;263;53;0,15;0;79;9;79;8,5;13;1,058373893;8,5;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;1 Repaso de Álgebra y Geometría;9;0 No dominó temas;2,6;295;0 Avance menor a 18 temas;No alcanzo meta;1,5
202330;N;296;N;14/07/2023 2:35:48 p. m.;202330 Pre-Cálculo ANEC;Precálculo;14/07/2023 2:38:39 p. m.;274;53;0,066666667;0;79;2;79;0,916666667;2;2,178517398;0,916666667;Administración de Empresas;Escuela de Negocios;CALCULO I (ANEC);MAT1100;1 Repaso de Álgebra y Geometría;2;0 No dominó temas;2;296;0 Avance menor a 18 temas;No alcanzo meta;2,6
202330;N;297;N;21/07/2023 8:40:24 a. m.;202330 Pre-Cálculo ANEC;Precálculo;21/07/2023 8:51:01 a. m.;272;54;0,35;0;79;3;79;7;6;0,428894802;7;Administración de Empresas;Escuela de Negocios;CALCULO I (ANEC);MAT1100;1 Repaso de Álgebra y Geometría;3;0 No dominó temas;2,2;297;0 Avance menor a 18 temas;No alcanzo meta;3,2
202330;N;298;N;5/07/2023 9:19:46 a. m.;202330 Pre-Cálculo ANEC;Precálculo;5/07/2023 9:23:43 a. m.;322;66;0,15;0;79;9;79;4,35;13;2,067909114;4,35;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;1 Repaso de Álgebra y Geometría;9;0 No dominó temas;2,6;298;0 Avance menor a 18 temas;No alcanzo meta;3,8
202330;N;299;N;26/06/2023 9:13:21 a. m.;202330 Pre-Cálculo ANEC;Precálculo;26/06/2023 9:20:17 a. m.;331;70;0,416666667;0;79;38;79;28,45;47;1,195405891;28,45;Administración de Empresas;Escuela de Negocios;CALCULO I (ANEC);MAT1100;3 Temas Parcial 1 Cálculo I;38;0 No dominó temas;5;299;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;4,3
202330;N;300;N;7/07/2023 9:00:58 a. m.;202330 Pre-Cálculo ANEC;Precálculo;7/07/2023 9:03:49 a. m.;335;70;0,1;0;79;33;79;29,85;41;1,239196569;29,85;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;3 Temas Parcial 1 Cálculo I;33;0 No dominó temas;4,8;300;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;4,2
202330;N;301;N;21/07/2023 8:43:07 a. m.;202330 Pre-Cálculo ANEC;Precálculo;21/07/2023 8:49:20 a. m.;258;55;0,75;0;79;11;79;11,7;15;0,940461206;11,7;Contaduría Pública;Escuela de Negocios;CALCULO I (ANEC);MAT1100;2 Ecuaciones y desigualdades;11;0 No dominó temas;1,7;301;0 Avance menor a 18 temas;No alcanzo meta;3
202330;N;302;N;10/07/2023 9:41:04 a. m.;202330 Pre-Cálculo ANEC;Precálculo;10/07/2023 9:46:05 a. m.;317;66;0,466666667;0;79;49;79;31,65;56;1,611346123;31,65;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;3 Temas Parcial 1 Cálculo I;49;0 No dominó temas;2,6;302;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;3,7
202330;N;303;N;21/07/2023 8:54:53 a. m.;202330 Pre-Cálculo ANEC;Precálculo;21/07/2023 8:59:32 a. m.;352;73;0,15;0;79;2;79;2,733333333;2;0,731187164;2,733333333;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;1 Repaso de Álgebra y Geometría;2;0 No dominó temas;4,6;303;0 Avance menor a 18 temas;No alcanzo meta;2,6
202330;N;304;N;21/07/2023 8:50:38 a. m.;202330 Pre-Cálculo ANEC;Precálculo;21/07/2023 8:57:04 a. m.;335;68;0,233333333;0;79;26;79;12,38333333;28;2,099266602;12,38333333;Negocios Internacionales;Escuela de Negocios;CALCULO I (ANEC);MAT1100;2 Ecuaciones y desigualdades;26;0 No dominó temas;4,6;304;1 Avance entre [ 18 - 37 temas];No alcanzo meta;4,4
